"ID","povertyRatio24","logPovertyRatio24","inPoverty24","college24","sex","birthYear","isLessAge14R1","isBlack","isHispanic","hasSibling","maxParentEducation","avgPovertyRatio18","logAvgPovertyRatio18","inPoverty18","livesWithMom","momSupport","momStrict","livesWithDad","dadSupport","dadStrict","safeEnv","pctPeersPositive","pctPeersNegative","schoolAbsent","schoolLate","schoolEnvironment","schoolViolence","teacherQuality","liesCheats","negativeEmotions","positiveOutlook"
7919,0.39,-0.941608539858445,1,0,0,0,0,1,0,1,12,0.81,-0.210721031315653,1,1,1,0,1,0,1,1,0.5,0.41,0,0,2,1,4,0,0,0
7920,0,-4.60517018598809,1,0,1,2,1,1,0,1,12,1.6,0.470003629245736,0,1,2,1,1,1,1,1,0.5625,0.41,0,0,5,0,5,1,1,5
7921,3.06,1.11841491596429,0,0,0,1,0,1,0,1,12,1.57,0.451075619360217,0,1,2,1,1,2,1,1,0.3875,0.42,7,15,4,0,4,0,0,0
7923,12.75,2.54553127160444,0,0,1,4,1,0,1,1,14,0.785,-0.242071561199729,1,1,2,1,0,0,0,1,0.625,0.18,5,0,7,0,4,0,0,8
7926,5.87,1.76985463384001,0,0,1,4,1,0,1,0,16,6.01,1.79342474854712,0,0,0,0,1,1,1,1,0.6125,0.05,3,0,5,0,4,1,1,8
7927,2.98,1.09192330051731,0,0,1,4,1,1,0,1,13,3.22,1.16938135955632,0,1,1,0,1,2,1,1,0.675,0.14,2,4,5,0,4,0,0,7
7928,20.29,3.01012815383772,0,0,0,3,1,1,0,1,12,1.955,0.670390193437329,0,1,2,1,1,2,1,0,0.2125,0.73,6,0,5,1,3,1,0,2
7930,7.79,2.05284085988266,0,0,0,3,1,1,0,1,0,1.65,0.500775287912489,0,1,2,0,1,2,1,0,0.7875,0.13,0,0,8,0,5,0,0,9
7931,8.58,2.14943391349987,0,1,1,0,0,1,0,1,0,4.355,1.47132461030447,0,1,0,0,1,0,0,0,0.5625,0.32,0,0,5,0,4,0,0,0
7933,4.4,1.48160454092422,0,1,0,2,1,1,0,1,12,4.36,1.47247205736094,0,1,2,0,1,2,1,1,0.675,0.45,2,0,7,1,2,1,0,9
7934,2.47,0.904218150639886,0,0,0,4,1,1,0,1,12,4.36,1.47247205736094,0,1,2,0,1,2,1,1,0.725,0.14,0,5,5,1,6,1,0,7
7935,4.55,1.51512723296286,0,0,0,4,1,1,0,1,14,9.095,2.20772481197009,0,1,2,0,1,2,0,0,0.675,0.09,5,0,5,1,6,1,1,8
7936,2.74,1.00795792039998,0,1,0,2,1,1,0,0,16,11.835,2.47106124296595,0,1,2,0,1,2,1,1,0.7875,0.09,2,3,5,1,6,1,0,9
7937,2.65,0.974559639998131,0,0,1,4,1,1,0,1,13,1.95,0.667829372575655,0,1,2,0,0,0,0,1,0.8,0.13,7,0,5,0,4,1,1,6
7939,7.05,1.95302761682418,0,0,1,3,1,1,0,1,15,3.56,1.26976054486394,0,1,2,1,1,2,1,0,0.675,0.32,20,0,1,1,4,1,1,8
7940,3.63,1.28923264827676,0,0,0,1,0,1,0,1,14,3.96,1.37624402526639,0,1,2,1,1,2,1,0,0.6125,0.19,2,2,5,0,4,0,0,0
7942,1.4,0.336472236621213,0,1,1,2,1,1,0,1,12,2.8,1.02961941718116,0,1,2,1,1,2,1,1,0.325,0.7936,2,0,0,1,3,1,0,6
7943,1.49,0.398776119957368,0,0,0,1,0,1,0,1,18,4.22,1.43983512804792,0,1,2,1,1,2,1,1,0.55,0.65,2,3,6,0,6,0,0,0
7944,5.71,1.74221902366792,0,0,0,2,1,1,0,1,18,4.22,1.43983512804792,0,1,2,0,1,1,1,1,0.3125,0.14,5,4,6,0,4,1,1,7
7948,7.78,2.0515563381903,0,0,0,3,1,1,0,1,13,2.83,1.04027671165515,0,1,2,0,0,0,0,1,0.6125,0.19,5,0,3,1,4,0,0,8
7950,0.4,-0.916290731874155,1,0,1,0,0,1,0,1,10,0.23,-1.46967597005894,1,1,1,0,0,0,0,0,0.05,0.91,4.88937492805341,99,-1,1,0,0,0,0
7951,2.05,0.717839793150317,0,0,1,3,1,1,0,1,10,0.23,-1.46967597005894,1,1,2,1,0,0,0,0,0.9,0.17,2,0,12,1,6,0,0,11
7952,5.76,1.7509374747078,0,0,0,4,1,1,0,1,12,12.4966666666667,2.52546194207971,0,1,2,0,0,0,0,0,0.4375,0.33,30,3,7,1,4,1,2,6
7953,0,-4.60517018598809,1,0,0,0,0,1,0,1,12,0.19,-1.66073120682165,1,1,2,1,0,0,0,1,0.5625,0.31,3,0,6,0,4,0,0,0
7954,3.05,1.11514159061932,0,0,1,1,0,1,0,1,14,0.33,-1.10866262452161,1,1,2,1,0,0,0,0,0.4375,0.68,6,20,3,0,4,0,0,0
7959,2.26,0.815364813284194,0,0,1,3,1,1,0,1,12,0.39,-0.941608539858445,1,1,2,1,0,0,0,1,0.3875,0.82,13,4,4,0,3,1,0,9
7961,5.38,1.68268837417369,0,0,1,0,0,1,0,0,12,0.8,-0.22314355131421,1,1,2,1,0,0,0,0,0.2125,0.2136,5,3,9,0,5,0,0,0
7962,1.22,0.198850858745165,0,0,1,4,1,1,0,1,12,0.805,-0.216913001563574,1,1,2,1,0,0,0,1,0.325,0.4,3,0,5,1,6,0,0,6
7964,1.51,0.412109650826833,0,1,1,3,1,1,0,1,15,2.43,0.887891257352457,0,1,1,0,1,1,1,0,0.2625,0.27,5,2,4,0,4,1,1,6
7965,4.11,1.41342302850814,0,0,0,0,0,1,0,0,12,5.2,1.64865862558738,0,1,2,0,0,0,0,0,0.6125,0.17,7,0,8,0,4,0,0,0
7968,0.57,-0.562118918153541,1,0,0,4,1,0,1,1,11,0,-4.60517018598809,1,1,2,1,1,2,1,1,0.45,0.09,0,0,7,0,4,0,0,6
7971,0.04,-3.2188758248682,1,0,0,0,0,1,0,0,16,7.36,1.99605993274078,0,1,2,1,1,2,1,1,0.5,0.45,1,0,5,0,4,0,0,0
7972,1.74,0.553885113226438,0,0,0,0,0,1,0,1,14,2.39,0.871293365943419,0,1,2,0,0,0,0,1,0.3875,0.26,4,10,8,0,5,0,0,0
7973,3.45,1.23837423104327,0,0,0,2,1,1,0,1,14,2.14,0.76080582903376,0,1,1,0,0,0,0,0,0.8,0.32,2,20,8,1,5,0,0,7
7974,7.12,1.96290772542388,0,0,0,0,0,1,0,0,14,5.18,1.64480505627139,0,1,2,0,0,0,0,1,0.7375,0.42,10,0,5,1,5,0,0,0
7977,2.31,0.837247524533702,0,0,1,2,1,0,1,1,12,3.76,1.3244189574018,0,1,0,0,1,2,0,1,0.675,0.69,14,5,2,1,3,1,2,4
7978,0.08,-2.52572864430826,1,0,1,0,0,1,0,1,13,0.12,-2.12026353620009,1,1,2,0,0,0,0,0,0.725,0.73,4,2,5,1,5,0,0,0
7979,0.65,-0.430782916092454,1,1,1,3,1,1,0,1,15,0.32,-1.13943428318836,1,1,2,0,1,1,1,1,0.225,0.68,3,0,3,0,3,1,1,8
7982,0,-4.60517018598809,1,0,0,1,0,1,0,1,12,0.16,-1.83258146374831,1,1,1,1,1,2,0,1,0.2,0.75,1,0,5,1,4,0,0,0
7983,3.45,1.23837423104327,0,0,0,1,0,1,0,1,13,0.17,-1.77195684193188,1,1,2,1,1,2,1,0,0.85,0.72,3,0,7,1,4,0,0,0
7985,1.15,0.139761942375159,0,0,1,4,1,1,0,1,12,1.29,0.254642218373581,0,1,2,1,0,0,0,1,0.1,0.05,0,1,10,0,4,1,0,7
7986,0.66,-0.415515443961666,1,0,1,0,0,1,0,1,11,0.13,-2.04022082852655,1,1,2,1,0,0,0,1,0.5,0.25,3,0,0,1,4,0,0,0
7987,1.13,0.122217632724249,0,0,1,2,1,1,0,1,11,0.18,-1.71479842809193,1,1,2,0,0,0,0,1,0.625,0.22,0,1,7,1,4,1,1,7
7988,0.31,-1.17118298150295,1,0,0,3,1,1,0,1,11,0.36,-1.02165124753198,1,1,2,1,0,0,0,1,0.3125,0.09,0,0,10,1,3,0,0,6
7989,0.44,-0.82098055206983,1,0,1,2,1,1,0,1,0,0.09,-2.40794560865187,1,1,2,1,0,0,0,1,0.3375,0.63,1,0,1,1,2,1,0,5
7993,5.35,1.67709656090792,0,0,0,3,1,1,0,1,6,0.02,-3.91202300542815,1,1,1,0,0,0,0,0,0.6625,0.05,5,2,7,1,5,0,2,6
7994,0.57,-0.562118918153541,1,0,0,3,1,1,0,1,6,0.02,-3.91202300542815,1,1,1,1,0,0,0,0,0.55,0.05,5,2,6,1,5,2,1,6
7995,1.48,0.392042087776024,0,1,1,1,0,1,0,1,16,2.81333333333333,1.03437001993976,0,1,2,1,1,1,1,0,0.4375,0.23,4,0,0,0,1,0,0,0
7996,1.2,0.182321556793955,0,0,1,2,1,1,0,1,16,3.14,1.14422279992016,0,1,1,0,1,0,0,1,0.5,0.05,6,0,6,1,3,1,1,8
7997,1.52,0.418710334858185,0,0,0,1,0,1,0,1,11,1.82,0.598836501088704,0,1,2,0,0,0,0,0,0.55,0.18,0,2,2,1,4,0,0,0
7998,2.04,0.712949807856125,0,0,0,1,0,1,0,1,11,1.82,0.598836501088704,0,1,2,0,0,0,0,0,0.1625,0.05,0,1,6,1,3,0,0,0
7999,0.08,-2.52572864430826,1,0,1,4,1,1,0,1,13,0.366,-1.00512194558077,1,1,2,1,0,0,0,0,0.275,0.32,0,0,1,1,3,1,2,7
8000,1.71,0.536493370514568,0,0,1,0,0,1,0,1,12,0.89,-0.116533816255952,1,1,2,0,1,2,0,1,0.2625,0.91,10,0,-3,1,3,0,0,0
8003,6.64,1.89311196348834,0,0,0,0,0,1,0,1,11,0.79,-0.23572233352107,1,1,2,1,0,0,0,0,0.3375,0.41,5,1,5,1,3,0,0,0
8004,2.08,0.732367893713227,0,0,0,3,1,1,0,1,11,0.79,-0.23572233352107,1,1,2,1,0,0,0,0,0.5625,0.23,1,1,4,1,3,0,0,5
8005,1.85,0.615185639090233,0,0,0,3,1,1,0,0,10,0.99,-0.0100503358535015,1,0,0,0,1,2,0,1,0.5,0.41,1,5,6,1,4,1,1,8
8006,0.79,-0.23572233352107,1,0,1,4,1,1,0,1,12,1.32,0.27763173659828,0,1,2,1,0,0,0,1,0.7875,0.05,1,0,3,1,4,1,1,8
8008,0.76,-0.27443684570176,1,0,1,2,1,1,0,1,14,2.74,1.00795792039998,0,1,2,0,1,2,0,1,0.5625,0.32,0,0,0,1,3,1,1,6
8009,3.54,1.26412672714568,0,0,1,3,1,1,0,1,14,2.74,1.00795792039998,0,1,2,0,1,2,1,1,0.725,0.31,4,0,2,1,2,1,0,8
8010,1.19,0.173953307123438,0,0,1,3,1,1,0,0,0,0.42,-0.867500567704723,1,1,2,0,0,0,0,1,0.55,0.41,0,0,5,0,4,2,0,6
8011,0.93,-0.0725706928348354,1,1,1,1,0,1,0,1,15,0.19,-1.66073120682165,1,1,2,0,0,0,0,0,0.2625,0.64,3,2,-2,1,5,0,0,0
8012,1.73,0.548121408509688,0,0,1,1,0,1,0,1,11,2.43,0.887891257352457,0,1,2,0,1,2,0,1,0.5,0.27,3,0,4,0,4,0,0,0
8013,0.23,-1.46967597005894,1,0,1,3,1,1,0,1,10,0.546666666666667,-0.603916046832003,1,1,2,0,0,0,0,1,0.9,0.09,2,1,5,1,4,0,0,6
8015,0,-4.60517018598809,1,0,0,1,0,1,0,1,0,0.33,-1.10866262452161,1,1,0,1,0,0,0,0,0.55,0.74,32,3,1,1,5,0,0,0
8016,2.92,1.07158361628019,0,0,0,0,0,1,0,1,12,1.34,0.29266961396282,0,1,2,0,0,0,0,1,0.4375,0.64,5,2,6,0,3,0,0,0
8017,1.11,0.104360015324243,0,0,1,2,1,1,0,1,12,1.34,0.29266961396282,0,1,2,1,1,2,0,1,0.5125,0.5,1,0,4,0,5,0,2,7
8018,0.26,-1.34707364796661,1,0,1,1,0,1,0,1,12,0.445,-0.809680996815897,1,1,2,0,0,0,0,1,0.275,0.64,3,0,6,0,6,0,0,0
8019,0.54,-0.616186139423817,1,0,1,2,1,1,0,1,12,0.583333333333333,-0.538996500732687,1,1,2,0,0,0,0,0,0.675,0.45,5,3,6,1,5,0,1,6
8020,0.55,-0.59783700075562,1,0,1,4,1,1,0,1,0,1.23,0.207014169384326,0,1,2,0,1,2,1,1,0.5,0.36,10,0,5,1,2,0,0,4
8023,1.41,0.343589704390077,0,0,1,2,1,1,0,1,12,0.93,-0.0725706928348354,1,1,2,0,0,0,0,1,0.6125,0.18,4,0,3,0,5,0,0,7
8024,1.78,0.576613364303994,0,1,1,1,0,1,0,1,16,2.8,1.02961941718116,0,1,2,1,1,2,1,0,0.3875,0.09,0,0,2,1,4,0,0,0
8025,0.57,-0.562118918153541,1,1,0,3,1,1,0,1,16,3.525,1.25988043626423,0,1,1,1,1,2,1,0,0.3875,0.55,5,0,5,1,4,1,0,10
8026,0.75,-0.287682072451781,1,0,0,3,1,1,0,1,0,0.363333333333333,-1.01243459242706,1,1,2,0,1,2,1,1,0.55,0.1691,30,0,2,1,2,0,1,9
8027,0.34,-1.07880966137193,1,0,1,0,0,1,0,1,12,0.77,-0.261364764134408,1,1,1,0,0,0,0,1,0.675,0.81,9,1,6,1,4,0,0,0
8030,0.43,-0.843970070294529,1,0,1,4,1,1,0,1,0,1.26333333333333,0.233753730426225,0,1,1,0,0,0,0,1,0.5125,0.09,3,1,7,0,4,1,0,7
8032,4.04,1.39624469197306,0,0,0,2,1,1,0,1,12,3.46,1.24126858906963,0,1,2,1,1,2,1,1,0.3875,0.64,12,10,-1,0,0,0,0,9
8035,3.44,1.23547147138531,0,0,0,3,1,1,0,1,13,2.06,0.72270598280149,0,1,2,1,1,2,1,0,0.2125,0.51,2,0,6,1,5,1,0,5
8036,1.38,0.322083499169113,0,0,0,1,0,1,0,0,8,0.24,-1.42711635564015,1,1,1,1,0,0,0,0,0.45,0.27,7,0,3,1,3,0,0,0
8037,0.04,-3.2188758248682,1,0,1,0,0,1,0,0,11,0.35,-1.04982212449868,1,1,2,1,0,0,0,1,0.55,0.32,3,2,4,1,4,0,0,0
8038,5.47,1.69927861643389,0,0,0,2,1,1,0,1,16,2.83,1.04027671165515,0,1,2,1,1,2,1,1,0.7375,0.09,2,0,8,0,6,0,0,8
8040,0.59,-0.527632742082372,1,0,0,4,1,1,0,1,14,3.25,1.17865499634165,0,1,1,1,0,0,0,0,0.675,0.27,0,0,6,1,4,1,1,6
8042,2.53,0.928219302739429,0,0,0,3,1,1,0,0,16,0.876666666666667,-0.131628442478436,1,1,2,0,1,2,0,0,0.7875,0.37,3,0,7,0,4,0,2,5
8043,0.38,-0.967584026261706,1,1,0,2,1,1,0,1,12,1.14,0.131028262406404,0,1,2,1,1,1,1,1,0.4375,0.32,0,0,7,1,5,0,1,12
8044,5.49,1.70292825552144,0,0,1,1,0,1,0,1,11,1.4,0.336472236621213,0,1,2,0,0,0,0,1,0.3875,0.09,6,1,2,0,5,0,0,0
8045,0,-4.60517018598809,1,0,0,2,1,1,0,1,11,0.7,-0.356674943938732,1,1,2,1,0,0,0,0,0.8375,0.59,3,1,5,1,5,0,0,9
8046,1.9,0.641853886172395,0,0,0,1,0,1,0,1,11,0.32,-1.13943428318836,1,1,2,1,1,2,1,0,0.5125,0.09,5,2,5,0,5,0,0,0
8047,1.12,0.113328685307003,0,0,0,2,1,1,0,1,11,0.32,-1.13943428318836,1,1,2,1,1,2,1,1,0.6625,0.05,3,2,4,0,4,1,0,8
8048,1.52,0.418710334858185,0,0,1,3,1,1,0,1,11,0.32,-1.13943428318836,1,1,2,1,1,2,0,0,0.85,0.13,0,0,3,1,4,1,0,6
8049,0.02,-3.91202300542815,1,0,0,1,0,1,0,0,11,0.07,-2.65926003693278,1,1,2,0,0,0,0,0,0.2,0.32,0,3,4,0,3,0,0,0
8050,2.24,0.806475865866949,0,0,0,1,0,1,0,1,12,2.36,0.858661619037519,0,1,2,1,0,0,0,1,0.7875,0.22,1,0,5,0,4,0,0,0
8052,0.97,-0.0304592074847086,1,0,0,1,0,1,0,1,9,2.56,0.940007258491471,0,1,2,0,1,2,1,1,0.675,0.64,5,2,4,1,4,0,0,0
8053,4.59,1.52388002407245,0,0,0,2,1,1,0,1,9,0.835,-0.180323554131282,1,0,0,0,1,0,0,0,0.5625,0.37,3,0,5,1,3,1,1,7
8054,0,-4.60517018598809,1,0,1,0,0,1,0,1,0,0.72,-0.328504066972036,1,1,2,1,0,0,0,1,0.5625,0.4,4,2,5,1,4,0,0,0
8055,4.81,1.57069708411767,0,0,0,0,0,1,0,1,12,3.625,1.28785428830664,0,1,2,1,1,2,1,1,0.2,0.31,6,4,5,1,4,0,0,0
8056,2.67,0.982078472412158,0,0,1,4,1,1,0,1,12,4.325,1.46441214038384,0,1,2,1,1,1,1,1,0.375,0.13,3,6,7,0,4,0,1,7
8057,0.29,-1.23787435600162,1,0,0,4,1,1,0,1,14,1.13,0.122217632724249,0,1,2,0,1,2,0,0,0.5,0.31,2,4,4,1,2,0,0,6
8059,3.34,1.20597080698861,0,0,0,3,1,1,0,0,9,2.76,1.01523067972906,0,1,1,1,1,2,1,1,0.15,0.74,10,0,2,1,4,0,0,8
8060,1.99,0.688134638736401,0,0,1,4,1,1,0,1,11,0.05,-2.99573227355399,1,1,1,0,0,0,0,1,0.625,0.36,4,1,7,0,4,1,1,4
8063,1.67,0.512823626428664,0,0,0,0,0,1,0,1,0,0.52,-0.653926467406664,1,0,0,0,0,0,0,0,0.4875,0.55,4.88937492805341,2.39700714204739,2,0,2,0,0,0
8064,1.04,0.0392207131532813,0,0,1,2,1,1,0,1,9,5.91,1.77664583141801,0,1,2,1,0,0,0,1,0.375,0.59,5,2,4,0,4,0,0,5
8065,0,-4.60517018598809,1,0,0,0,0,1,0,0,0,0.815,-0.204567165741274,1,1,2,1,1,2,1,0,0.5625,0.3,4.88937492805341,0,5,0,4,0,0,0
8066,0.59,-0.527632742082372,1,0,1,2,1,1,0,1,11,0.303333333333333,-1.19292296813935,1,1,2,1,1,1,1,1,0.5,0.49,2,0,10,0,6,1,0,6
8067,0.42,-0.867500567704723,1,0,1,4,1,1,0,1,11,0.1,-2.30258509299405,1,1,0,0,0,0,0,0,0.5,0.37,2,0,0,1,3,0,0,9
8069,2.34,0.85015092936961,0,0,1,0,0,1,0,0,12,2.11,0.746687947487975,0,1,1,1,0,0,0,1,0.5125,0.61,5,0,4,0,3,0,0,0
8076,4.62,1.53039470509365,0,0,0,4,1,1,0,1,12,3.675,1.3015531326648,0,1,2,0,1,1,1,1,0.05,0.64,0,5,4,1,1,1,1,6
8077,1.91,0.647103242058538,0,0,0,3,1,1,0,0,12,3.71666666666667,1.31282720923802,0,1,2,1,1,2,1,1,0.725,0.1206,2,0,7,1,4,0,0,10
8079,1,0,1,0,1,2,1,1,0,1,12,4.355,1.47132461030447,0,0,0,0,1,2,0,0,0.625,0.5,2,3,5,1,3,1,0,9
8080,1.43,0.357674444271816,0,0,1,2,1,1,0,1,12,1.13,0.122217632724249,0,1,2,1,1,2,1,0,0.7375,0.7,2,0,5,0,4,0,0,9
8083,1.35,0.300104592450338,0,0,1,4,1,0,1,1,14,2.905,1.06643339030387,0,1,2,1,1,2,1,1,0.7875,0.05,6,0,8,0,6,1,0,10
8085,1.62,0.482426149244293,0,0,1,3,1,1,0,1,12,2.53333333333333,0.929535958624176,0,1,2,1,1,2,1,1,0.3875,0.46,2,0,6,1,5,0,2,6
8086,3.66,1.29746314741327,0,1,1,2,1,1,0,1,11,3.36,1.21194097397511,0,1,2,0,0,0,0,1,0.5,0.22,12,0,12,0,6,1,0,8
8087,1.51,0.412109650826833,0,0,0,0,0,0,1,1,12,0.21,-1.56064774826467,1,1,2,1,1,1,1,1,0.555625,0.18,5,0,9,0,6,0,0,0
8089,5.55,1.71379792775834,0,0,1,3,1,1,0,1,15,1.43,0.357674444271816,0,1,2,1,1,2,1,1,0.36625,0.206,1,0,5,1,4,1,1,4.5
8090,2.02,0.703097511413113,0,0,0,4,1,1,0,1,11,0.583333333333333,-0.538996500732687,1,1,2,1,1,2,1,0,0.725,0.05,7,0,8,1,3,0,0,9
8091,1.39,0.3293037471426,0,0,1,2,1,0,1,1,9,0.28,-1.27296567581289,1,1,2,1,0,0,0,0,0.2125,0.55,4.88937492805341,0,5,1,4,0,0,8
8092,0.4,-0.916290731874155,1,0,1,0,0,0,1,1,8,1.07,0.0676586484738149,0,1,2,1,0,0,0,1,0.4875,0.5,4.88937492805341,2.39700714204739,5,0,3,0,0,0
8093,0.38,-0.967584026261706,1,0,1,2,1,0,1,1,8,0.435,-0.832409247893453,1,1,2,1,1,2,1,1,0.275,0.41,5,1,8,0,6,0,0,6
8094,19.37,2.9637254774189,0,0,0,3,1,0,1,1,8,2.05,0.717839793150317,0,1,2,1,1,2,1,0,0.4375,0.13,6,1,3,1,0,0,1,7
8095,3.47,1.24415459395877,0,0,1,0,0,0,1,1,8,0,-4.60517018598809,1,1,2,0,0,0,0,0,0.1,0.82,4.88937492805341,2.39700714204739,2,0,4,0,0,0
8097,5.26,1.66013102674962,0,0,1,1,0,1,0,1,12,2.57,0.943905898907128,0,1,1,0,1,0,0,1,0.2125,0.55,5,20,-1,0,2,0,0,0
8100,0.77,-0.261364764134408,1,0,0,2,1,0,1,0,11,0.35,-1.04982212449868,1,1,2,1,0,0,0,0,0.9,0.1675,9,1,4,1,5,0,0,5
8102,4.35,1.47017584510059,0,0,0,1,0,0,1,1,16,0.05,-2.99573227355399,1,1,2,1,0,0,0,0,0.2625,0.55,3,0,8,0,3,0,0,0
8107,4.65,1.53686721959926,0,0,1,4,1,0,1,0,8,4.11,1.41342302850814,0,1,2,1,1,2,1,1,0.6125,0.13,0,0,9,0,6,0,0,10
8111,4.26,1.44926916028128,0,0,1,4,1,0,1,1,10,0,-4.60517018598809,1,1,2,1,1,1,1,1,0.5625,0.13,1,0,6,1,4,0,0,6
8112,2.76,1.01523067972906,0,0,1,4,1,0,1,1,15,2.69,0.989541193613748,0,1,2,0,0,0,0,1,0.9,0.05,0,0,11,1,5,0,0,11
8115,7.33,1.99197551589856,0,1,1,2,1,0,1,1,16,7.145,1.96641281138183,0,1,2,1,1,2,1,1,0.6125,0.05,2,0,8,0,5,0,0,9
8116,3.47,1.24415459395877,0,0,1,0,0,0,1,1,20,3,1.09861228866811,0,1,2,0,1,1,1,1,0.5,0.46,4,20,5,1,5,0,0,0
8117,0.89,-0.116533816255952,1,0,1,4,1,1,0,1,15,1.8,0.587786664902119,0,1,2,0,0,0,0,1,0.5,0.05,5,0,4,1,5,0,1,9
8118,1.94,0.662687973075237,0,1,1,3,1,1,0,0,12,5.93,1.78002421300963,0,1,2,1,0,0,0,1,0.5625,0.05,0,0,7,0,4,0,0,10
8119,1.54,0.431782416425538,0,1,1,2,1,1,0,0,12,0.34,-1.07880966137193,1,1,0,1,1,0,0,1,0.3875,0.83,1,0,6,0,4,1,1,5
8122,1.39,0.3293037471426,0,0,1,3,1,1,0,1,12,6.24,1.83098018238134,0,1,2,0,1,1,1,1,0.625,0.31,4,0,4,1,5,0,0,10
8127,2.88,1.05779029414785,0,0,1,3,1,1,0,1,12,2.06,0.72270598280149,0,1,2,0,0,0,0,1,0.3125,0.13,0,0,8,0,4,1,0,9
8131,1.76,0.56531380905006,0,0,1,1,0,0,1,0,12,1.1,0.0953101798043249,0,1,1,1,1,1,1,1,0.45,0.91,8,0,4,1,4,0,0,0
8133,6.08,1.80500469597808,0,0,1,3,1,0,1,1,10,1.38,0.322083499169113,0,1,2,1,1,2,1,1,0.6125,0.14,4,21,5,0,5,1,0,7
8134,1.93,0.657520002916794,0,0,1,2,1,0,1,1,0,0.306666666666667,-1.18199389760716,1,1,2,1,0,0,0,1,0.5625,0.1055,5,0,7,0,4,0,0,7
8135,4.62,1.53039470509365,0,0,0,3,1,0,1,1,0,0.296666666666667,-1.21514610492406,1,1,1,0,0,0,0,0,0.55,0.4,5,0,6,0,4,1,0,7
8138,2.21,0.792992515529661,0,0,0,1,0,0,1,1,12,0.91,-0.0943106794712413,1,1,2,1,0,0,0,1,0.5625,0.54,10,7,2,1,3,0,0,0
8140,1.86,0.62057648772511,0,0,1,2,1,1,0,0,13,2.255,0.813149972954642,0,1,1,0,0,0,0,1,0.625,0.6,1,3,4,1,6,2,2,9
8142,0.94,-0.0618754037180875,1,0,0,1,0,0,1,1,5,0.825,-0.192371892647456,1,1,2,1,0,0,0,1,0.5125,0.4,12,9,6,0,3,0,0,0
8143,0.77,-0.261364764134408,1,0,1,2,1,0,1,1,5,0.32,-1.13943428318836,1,1,2,0,0,0,0,1,0.55,0.13,7,0,5,0,4,0,0,8
8146,4.65,1.53686721959926,0,0,1,4,1,1,0,1,12,4.25,1.44691898293633,0,1,2,1,1,1,1,1,0.5,0.09,2,0,7,1,5,0,1,6
8149,2.61,0.959350221334602,0,0,0,1,0,1,0,1,16,4.095,1.40976671730503,0,1,1,1,1,1,1,1,0.2625,0.31,1,1,5,0,4,0,0,0
8152,0.43,-0.843970070294529,1,1,0,3,1,1,0,1,12,12.26,2.50634193050807,0,1,2,1,1,2,1,1,0.95,0.05,2,0,8,0,6,0,0,8
8153,7.2,1.97408102602201,0,1,0,3,1,1,0,1,12,3.18,1.15688119679209,0,1,2,1,1,2,1,1,0.725,0.05,1,0,8,1,6,0,0,10
8154,3.63,1.28923264827676,0,0,0,2,1,1,0,0,12,4.41,1.48387468945875,0,1,2,1,1,2,1,1,0.85,0.26,2,5,8,1,3,1,1,8
8156,2.05,0.717839793150317,0,0,0,1,0,0,1,1,12,0.4,-0.916290731874155,1,1,2,0,0,0,0,1,0.1625,0.73,8,0,8,1,5,0,0,0
8157,2.82,1.03673688495002,0,0,0,2,1,0,1,1,12,1.45,0.371563556432483,0,1,1,0,0,0,0,1,0.1625,0.91,3,2,-1,0,5,0,0,8
8158,1.35,0.300104592450338,0,0,0,3,1,0,1,0,5,0.03,-3.50655789731998,1,0,0,0,0,0,0,1,0.05,0.09,0,0,6,0,5,0,0,6
8160,4.64,1.53471436623816,0,0,0,1,0,0,1,1,16,0.53,-0.63487827243597,1,1,2,1,0,0,0,1,0.3875,0.05,3,0,5,0,4,0,0,0
8161,19.37,2.9637254774189,0,0,0,4,1,0,1,1,16,0.53,-0.63487827243597,1,1,2,0,0,0,0,0,0.3875,0.05,2,0,7,0,4,1,2,5
8166,2.16,0.770108221696074,0,0,0,4,1,1,0,1,12,2.85,1.04731899428056,0,1,2,1,1,2,1,0,0.3875,0.45,2,3,4,1,4,0,0,10
8167,26.27,3.26842760369745,0,1,1,0,0,0,1,1,14,2.55,0.936093359170335,0,1,2,0,1,2,1,0,0.5125,0.28,4,1,8,0,4,0,0,0
8168,3.46,1.24126858906963,0,0,0,4,1,0,1,1,17,1.18,0.165514438477573,0,1,2,0,1,1,0,0,0.4375,0.32,1,0,6,0,4,0,0,6
8170,7.85,2.06051353179432,0,1,1,1,0,0,1,0,18,1.85,0.615185639090233,0,1,2,0,0,0,0,1,0.7875,0.13,5,2,7,1,5,0,0,0
8176,1.99,0.688134638736401,0,0,1,4,1,0,1,0,19,2.40666666666667,0.878242664236625,0,1,1,0,1,1,0,1,0.4375,0.74,3,12,5,1,4,0,2,5
8177,4.4,1.48160454092422,0,0,0,3,1,0,1,1,12,1.70666666666667,0.534542150383307,0,1,2,1,1,1,1,0,0.3875,0.5,3,9,7,0,5,1,1,11
8178,2.92,1.07158361628019,0,0,1,0,0,0,1,1,14,1.6,0.470003629245736,0,1,2,1,1,2,1,0,0.375,0.22,1,0,6,0,4,0,0,0
8179,4.9,1.58923520511658,0,0,0,1,0,0,1,1,14,1.75,0.559615787935423,0,1,2,0,1,2,0,0,0.3375,0.26,1,3,2,1,5,0,0,0
